מוסד,רשות,סוג פיקוח,מחוז,מגזר,מפקח,מנהל,כיתה,מקבילה,סוג חינוך כיתה,פוטנציאל תלמידים,קורסים שנפתחו,תלמידים רשומים לקורס,אחוז תלמידים רשומים לקורס,תלמידים שנכנסו לקורס,אחוז תלמידים שנכנסו לקורס,תלמידים שביצעו משימה אחת לפחות,אחוז תלמידים שביצעו משימה אחת לפחות
148247- מקיף שש שנתי אלטור לבנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מוחמד דעיס,ז,17,מיוחד,13,0,0,0%,0,0%,0,0%
148254- שועפט בנות ב',ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,מיסון חלאק,ז,1,רגיל,33,0,0,0%,0,0%,0,0%
148254- שועפט בנות ב',ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,מיסון חלאק,ז,4,מיוחד,15,0,0,0%,0,0%,0,0%
148262- אלעלא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,סלאם עיד,ז,2,רגיל,27,0,0,0%,0,0%,0,0%
148288- כפר עקב,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,אוסאמה טוטח,ז,2,רגיל,39,0,0,0%,0,0%,0,0%
160242- מקיף קשת,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורית צילה סומר,ז,3,מיוחד,4,0,0,0%,0,0%,0,0%
160259- ליבי,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,ענבל ישראלי,ז,3,מיוחד,12,0,0,0%,0,0%,0,0%
160432- ברנקו וייס מקיף בית שמש,בית שמש,ממלכתי,ירושלים,יהודי,ציפי יעקב,שמעון ויס,ז,2,מיוחד,6,0,0,0%,0,0%,0,0%
160432- ברנקו וייס מקיף בית שמש,בית שמש,ממלכתי,ירושלים,יהודי,ציפי יעקב,שמעון ויס,ז,3,מיוחד,5,0,0,0%,0,0%,0,0%
160598- ארץ הצבי,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יוסף איזמן,ז,2,מיוחד,8,0,0,0%,0,0%,0,0%
160739- מנזר רוזרי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,הודה קיקיה,ז,1,רגיל,40,0,0,0%,0,0%,0,0%
160739- מנזר רוזרי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,הודה קיקיה,ז,2,רגיל,40,0,0,0%,0,0%,0,0%
160739- מנזר רוזרי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,הודה קיקיה,ז,3,רגיל,40,0,0,0%,0,0%,0,0%
"165852- ישיבת בנ""ע לפיד מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,שמואל חיים רוזנבלום,ז,6,מיוחד,9,0,0,0%,0,0%,0,0%
168021- צור באהר בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,הנאדי יעיש,ז,1,רגיל,20,0,0,0%,0,0%,0,0%
168021- צור באהר בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,הנאדי יעיש,ז,2,רגיל,20,0,0,0%,0,0%,0,0%
170399- חטיב אורט מינקןף,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תמר כספי,ז,5,מיוחד,9,0,0,0%,0,0%,0,0%
170399- חטיב אורט מינקןף,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תמר כספי,ז,6,רגיל,35,0,0,0%,0,0%,0,0%
170514- אורט פלך בנים ספניאן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,דורון לופז,ז,4,מיוחד,14,0,0,0%,0,0%,0,0%
178137- אמירה בסמא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,שירין סעיד,ז,2,רגיל,5,0,0,0%,0,0%,0,0%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,17,מיוחד,15,0,0,0%,0,0%,0,0%
178194- על יסודי אלחית כפר עקב,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,עיסא נאסר,ז,1,רגיל,42,0,0,0%,0,0%,0,0%
178194- על יסודי אלחית כפר עקב,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,עיסא נאסר,ז,2,רגיל,41,0,0,0%,0,0%,0,0%
184010- פריר בית חנינא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,גורג נבר,ז,2,רגיל,38,0,0,0%,0,0%,0,0%
184010- פריר בית חנינא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,גורג נבר,ז,3,רגיל,35,0,0,0%,0,0%,0,0%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,6,מיוחד,4,0,0,0%,0,0%,0,0%
187575- ביס שמידט קולג' בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,דיתריש בוימר,ז,1,רגיל,10,0,0,0%,0,0%,0,0%
187575- ביס שמידט קולג' בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,דיתריש בוימר,ז,2,רגיל,26,0,0,0%,0,0%,0,0%
"188086- דמוקרטי ע""ש נדב",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,טל כהן,מירב ניר הוד,ז,1,רגיל,34,0,0,0%,0,0%,0,0%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,3,רגיל,23,0,0,0%,0,0%,0,0%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,5,רגיל,26,0,0,0%,0,0%,0,0%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,6,מיוחד,15,0,0,0%,0,0%,0,0%
"198085- חט""ב ראס אל-עמוד",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,סאלח סאלח,ז,2,רגיל,27,0,0,0%,0,0%,0,0%
"198085- חט""ב ראס אל-עמוד",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,סאלח סאלח,ז,3,רגיל,23,0,0,0%,0,0%,0,0%
"198085- חט""ב ראס אל-עמוד",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,סאלח סאלח,ז,4,רגיל,25,0,0,0%,0,0%,0,0%
"198085- חט""ב ראס אל-עמוד",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,סאלח סאלח,ז,5,רגיל,20,0,0,0%,0,0%,0,0%
"198085- חט""ב ראס אל-עמוד",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,סאלח סאלח,ז,17,מיוחד,14,0,0,0%,0,0%,0,0%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,5,מיוחד,12,0,0,0%,0,0%,0,0%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,6,מיוחד,14,0,0,0%,0,0%,0,0%
238121- אולפנת נוגה,מטה יהודה,ממלכתי דתי,ירושלים,יהודי,תמר אודס,מרים לאה קורן,ז,5,מיוחד,13,0,0,0%,0,0%,0,0%
238493- יסודי אלאימאן לבנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,השאם בצבוצ,ז,1,רגיל,20,0,0,0%,0,0%,0,0%
238501- יסודי אלאימאן בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מדלין חמורי,ז,1,רגיל,29,0,0,0%,0,0%,0,0%
238501- יסודי אלאימאן בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מדלין חמורי,ז,2,רגיל,29,0,0,0%,0,0%,0,0%
239871- סמהר לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אמאל טחאן,ז,1,רגיל,38,0,0,0%,0,0%,0,0%
239871- סמהר לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אמאל טחאן,ז,2,רגיל,39,0,0,0%,0,0%,0,0%
239905- ג'רוזלם סקול יסודי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מג'ד רביע,ז,1,רגיל,32,0,0,0%,0,0%,0,0%
239905- ג'רוזלם סקול יסודי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מג'ד רביע,ז,2,רגיל,32,0,0,0%,0,0%,0,0%
247411- תיכון סנט טרקמנצ'ץ,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,נארק אברהמיאן,ז,1,רגיל,8,0,0,0%,0,0%,0,0%
"267955- ביה""ס אמליסון",ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,וסים עלי,ז,1,רגיל,22,0,0,0%,0,0%,0,0%
338343- יסודי דאר אלאולאד,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,אוסאמה מושעשע,ז,1,רגיל,22,0,0,0%,0,0%,0,0%
338434- ברידג' אינטרנשיונל,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,שירין שחאדה,ז,1,רגיל,16,0,0,0%,0,0%,0,0%
338483- אבו חאמד אלגזאלי,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,שירין אבראהים,ז,1,רגיל,26,0,0,0%,0,0%,0,0%
338483- אבו חאמד אלגזאלי,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,שירין אבראהים,ז,11,מיוחד,5,0,0,0%,0,0%,0,0%
338533- שדא אלוורד,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,סרין סאפי,ז,1,רגיל,16,0,0,0%,0,0%,0,0%
343970- על יסודי מאר מטרי,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,ארגס עאסי,ז,1,רגיל,14,0,0,0%,0,0%,0,0%
353458- יסודי שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מופיד אבו גוש,ז,1,רגיל,29,0,0,0%,0,0%,0,0%
362046- רנסנס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אסמת גחלב,ז,1,רגיל,29,0,0,0%,0,0%,0,0%
362046- רנסנס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אסמת גחלב,ז,2,רגיל,20,0,0,0%,0,0%,0,0%
412676- דאר אל חכמה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אברהים דוויק,ז,1,רגיל,19,0,0,0%,0,0%,0,0%
412676- דאר אל חכמה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אברהים דוויק,ז,2,רגיל,18,0,0,0%,0,0%,0,0%
412676- דאר אל חכמה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אברהים דוויק,ז,3,רגיל,18,0,0,0%,0,0%,0,0%
420018- על יסודי צור הדסה,צור הדסה,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר קפלן,ז,3,מיוחד,8,0,0,0%,0,0%,0,0%
430074- מקור התקווה,ירושלים,ממלכתי,העיר ירושלים,יהודי,שמחה שגית קליימן,יואל רוסו,ז,1,רגיל,9,0,0,0%,0,0%,0,0%
430355- בית ספר יסודי אלפגר אלגדיד,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,זינב הנדי,ז,1,רגיל,27,0,0,0%,0,0%,0,0%
430355- בית ספר יסודי אלפגר אלגדיד,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,זינב הנדי,ז,2,רגיל,28,0,0,0%,0,0%,0,0%
430363- גיל אלמוסתקבל,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,ליאלי גומעה,ז,1,רגיל,21,0,0,0%,0,0%,0,0%
430363- גיל אלמוסתקבל,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,ליאלי גומעה,ז,2,רגיל,14,0,0,0%,0,0%,0,0%
430439- בית ספר רואא,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מנאר עאבדין,ז,1,רגיל,21,0,0,0%,0,0%,0,0%
430439- בית ספר רואא,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מנאר עאבדין,ז,2,רגיל,21,0,0,0%,0,0%,0,0%
440685- בית שכונת זגיר,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,רבא ארנאוט,ז,1,רגיל,36,0,0,0%,0,0%,0,0%
440685- בית שכונת זגיר,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,רבא ארנאוט,ז,2,רגיל,34,0,0,0%,0,0%,0,0%
440693- אלראזי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,באסם דוויק,ז,1,רגיל,33,0,0,0%,0,0%,0,0%
440693- אלראזי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,באסם דוויק,ז,2,רגיל,35,0,0,0%,0,0%,0,0%
"440784- ראס אלעמוד ע""ס לבנות",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,ז,1,רגיל,23,0,0,0%,0,0%,0,0%
"440784- ראס אלעמוד ע""ס לבנות",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,ז,2,מיוחד,12,0,0,0%,0,0%,0,0%
"440784- ראס אלעמוד ע""ס לבנות",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,ז,3,רגיל,26,0,0,0%,0,0%,0,0%
"440784- ראס אלעמוד ע""ס לבנות",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,ז,4,רגיל,26,0,0,0%,0,0%,0,0%
477901- מקיף בית חנינה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,ליאנא האשם,ז,2,רגיל,36,0,0,0%,0,0%,0,0%
477901- מקיף בית חנינה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,ליאנא האשם,ז,4,רגיל,26,0,0,0%,0,0%,0,0%
477901- מקיף בית חנינה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,ליאנא האשם,ז,5,רגיל,26,0,0,0%,0,0%,0,0%
478909- בית ספר יסודי נור אל,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,נדאא אבו כף,ז,1,רגיל,20,0,0,0%,0,0%,0,0%
"499897- בי""ס אשרקאת אלג'ד",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מאגדה אבראהים חדר,ז,1,רגיל,36,0,0,0%,0,0%,0,0%
511550- אום טובה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מחמד אבו טיר,ז,1,רגיל,34,0,0,0%,0,0%,0,0%
511550- אום טובה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מחמד אבו טיר,ז,2,רגיל,32,0,0,0%,0,0%,0,0%
511550- אום טובה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מחמד אבו טיר,ז,3,רגיל,31,0,0,0%,0,0%,0,0%
"511808- בי""ס יסודי מדל איסט",ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,ולאא אמבייד,ז,1,רגיל,19,0,0,0%,0,0%,0,0%
"511808- בי""ס יסודי מדל איסט",ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,ולאא אמבייד,ז,2,רגיל,11,0,0,0%,0,0%,0,0%
512343- יסודי אלמסתקבל שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נג'את עמורה,ז,1,רגיל,31,0,0,0%,0,0%,0,0%
512459- הניסויי כפר אדומים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,ז,5,מיוחד,11,0,0,0%,0,0%,0,0%
512509- קדם,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,אהרון פרידלנדר,ז,1,רגיל,32,0,0,0%,0,0%,0,0%
522441- אלפקיה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,רובא מומני,ז,1,רגיל,28,0,0,0%,0,0%,0,0%
522441- אלפקיה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,רובא מומני,ז,2,רגיל,38,0,0,0%,0,0%,0,0%
"615955- אח""י תקוע 2",גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,יהונתן אהוביה רוזנק,ז,5,מיוחד,6,0,0,0%,0,0%,0,0%
"615955- אח""י תקוע 2",גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,יהונתן אהוביה רוזנק,ז,6,מיוחד,4,0,0,0%,0,0%,0,0%
616508- אלסופרא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,רובא חשים אבו דייה,ז,3,רגיל,28,0,0,0%,0,0%,0,0%
616961- ארתיקאא לשפות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,מלכה טרביה עזאם,ז,1,רגיל,20,0,0,0%,0,0%,0,0%
616961- ארתיקאא לשפות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,מלכה טרביה עזאם,ז,2,רגיל,16,0,0,0%,0,0%,0,0%
634857- אלפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,אקרם אבראהים,ז,1,רגיל,23,0,0,0%,0,0%,0,0%
634857- אלפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,אקרם אבראהים,ז,2,רגיל,24,0,0,0%,0,0%,0,0%
641407- אלמתנבי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עאסם חסונה,ז,2,רגיל,30,0,0,0%,0,0%,0,0%
641522- על יסודי אדם,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,הילה מור,ז,3,מיוחד,6,0,0,0%,0,0%,0,0%
645986- בית הספר האמריקאי יר,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אליזבט רייצ'ל אלבום,ז,1,רגיל,14,0,0,0%,0,0%,0,0%
650028- אלקימה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,יאסמין בלעום,ז,2,מיוחד,11,0,0,0%,0,0%,0,0%
